# %ECSV 0.9
# ---
# datatype:
# - name: sexcat_id
#   datatype: int32
# - name: glade_id
#   datatype: int32
# - name: ra_dec
#   datatype: float64
# - name: dec_dec
#   datatype: float64
# - name: glade_B
#   datatype: float64
# - name: filter
#   datatype: unicode
# - name: sex_mag
#   datatype: float64
# - name: num_pixels
#   datatype: int32
# - name: flux_radius
#   datatype: float64
# - name: x
#   datatype: float64
# - name: y
#   datatype: float64
# - name: cxx
#   datatype: float64
# - name: cyy
#   datatype: float64
# - name: cxy
#   datatype: float64
# - name: A
#   datatype: float64
# - name: B
#   datatype: float64
# - name: theta
#   datatype: float64
# - name: ellip
#   datatype: float64
# meta: !!omap
# - comment:
#   - image_file=/data/LCO/Swope/workstch/gw190425/1/s005aae24707.r.ut190428.4153_stch_1.sw.fits
# schema: astropy-2.0
sexcat_id glade_id ra_dec dec_dec glade_B filter sex_mag num_pixels flux_radius x y cxx cyy cxy A B theta ellip
2541 327965 260.19895587 -1.1118380861 16.59 r 14.6336 3424 16.904 993.856 1560.773 0.0078519797 0.0065092533 0.001273563 12.644 11.107 -68.3 0.122
2544 429775 259.99021128 -1.1303359748 16.446 r 16.6853 545 7.622 2721.074 1407.714 0.039753959 0.040812392 0.03058642 6.327 4.241 -44.0 0.33
2568 246794 260.19048087 -1.1308851636 16.907 r 17.0157 345 4.785 1063.988 1403.144 0.06084206 0.078411832 0.034476254 4.46 3.352 -31.5 0.248
2698 429773 260.00123887 -1.1235770989 16.54 r 16.4328 612 5.517 2629.83 1463.651 0.03113264 0.06163685 0.011262448 5.761 3.995 -10.1 0.307
2711 429774 259.9133758 -1.1187591523 16.573 r 16.5909 531 6.408 3356.837 1503.502 0.075698577 0.059870515 0.10343838 8.042 2.885 -49.3 0.641
3831 246788 260.23346107 -1.0525624338 15.381 r 15.3153 1498 10.651 708.318 2051.317 0.014912729 0.017211348 -0.003954195 8.52 7.382 29.9 0.134
3876 432158 260.02041048 -1.0530739074 17.231 r 16.8567 359 6.657 2471.203 2047.129 0.11204527 0.03149363 0.054388009 6.569 2.882 -73.0 0.561
3939 432152 259.83400167 -1.0514722574 16.201 r 16.2502 744 11.087 4013.646 2060.325 0.032285511 0.03368248 -0.030949309 7.561 4.542 43.7 0.399
4027 34015 260.19380747 -1.0430841354 15.196 r 15.401 1402 7.699 1036.43 2129.775 0.019021662 0.026858196 -0.023561802 9.748 5.318 35.8 0.454
4251 246793 260.23030121 -1.0372772197 16.746 r 16.9901 290 3.643 734.457 2177.817 0.069492757 0.11680357 -0.042006832 4.032 2.831 20.8 0.298
4304 328060 259.90684457 -1.0188042282 17.64 r 15.1709 2341 14.748 3410.915 2330.716 0.01043818 0.0078835916 -0.004382614 12.286 9.246 60.1 0.247
4371 432159 260.0748041 -1.0247024867 16.505 r 16.5138 830 13.545 2021.123 2281.927 0.02083692 0.020207962 -0.0039356267 7.346 6.664 49.5 0.093
4499 21677 260.20574235 -1.0149934143 15.176 r 15.2649 1529 7.36 937.662 2362.246 0.018123921 0.020454928 0.0052035027 7.8 6.721 -32.9 0.138
4697 1060437 260.25137249 -1.0083185931 16.689 r 16.9196 507 9.883 560.085 2417.466 0.036086906 0.064095303 0.061384846 7.819 3.454 -32.7 0.558
4750 429778 260.22239578 -1.0062612564 17.19 r 17.1598 415 8.444 799.857 2434.506 0.047969483 0.046380635 -0.025574673 5.395 4.083 46.8 0.243
4783 246791 260.21828982 -0.99921123578 15.706 r 15.6758 1167 10.635 833.83 2492.853 0.017326294 0.016771713 -0.0031034383 8.039 7.327 50.1 0.089
5004 12325 260.11738153 -0.97963360623 14.909 r 14.8982 2693 15.528 1668.806 2654.906 0.0094947787 0.0087035839 0.00036649176 10.744 10.241 -77.6 0.047
5637 1112187 260.12380391 -0.96077834119 17.344 r 17.4344 263 5.128 1615.659 2810.948 0.083569616 0.083994359 -0.0084800627 3.546 3.37 43.6 0.049
6015 246792 260.1666381 -0.93319952895 16.155 r 16.1456 857 8.595 1261.209 3039.177 0.033779401 0.021776745 -0.019604553 7.836 5.046 60.7 0.356
6124 246787 260.1487456 -0.9307783473 16.895 r 16.9245 450 7.544 1409.266 3059.219 0.052136399 0.054106828 -0.048002835 5.862 3.6 43.8 0.386
6188 432154 259.90002166 -0.92382290399 17.322 r 17.1591 398 8.245 3467.408 3116.769 0.049576312 0.04916105 0.015234363 4.894 4.189 -45.8 0.144
7612 328255 260.03096511 -0.85440032493 17.04 r 14.9999 2128 10.752 2383.878 3691.329 0.0088541852 0.021064259 -0.0081720771 11.461 6.696 16.9 0.416
